date&time,cf,mfs,ts

12/26/2023, 7:01:55 PM,3.99,10954,1703597516
12/26/2023, 7:02:27 PM,8.18,16955,1703597548
12/26/2023, 7:02:56 PM,5.19,12958,1703597576
12/26/2023, 7:03:16 PM,1.58,4857,1703597597
12/26/2023, 7:03:34 PM,1.2,2832,1703597615
12/26/2023, 7:03:58 PM,3.09,9155,1703597638
12/26/2023, 7:04:18 PM,1.67,5179,1703597658
12/26/2023, 7:04:37 PM,1.41,4095,1703597678
12/26/2023, 7:05:00 PM,2.21,6985,1703597700
12/26/2023, 7:05:24 PM,3.21,9420,1703597725
12/26/2023, 7:05:47 PM,2.19,6905,1703597747
12/26/2023, 7:06:17 PM,6.06,14236,1703597777
12/26/2023, 7:06:40 PM,2.4,7487,1703597801
12/26/2023, 7:07:13 PM,9,17896,1703597834
12/26/2023, 7:07:50 PM,12.27,21238,1703597871
12/26/2023, 7:08:18 PM,4.25,11407,1703597899
12/26/2023, 7:08:50 PM,7.25,15819,1703597930
12/26/2023, 7:09:25 PM,10.03,19013,1703597965
12/26/2023, 7:09:44 PM,1.21,2901,1703597984
12/26/2023, 7:10:11 PM,4.37,11626,1703598012
12/26/2023, 7:10:29 PM,1.17,2681,1703598029
12/26/2023, 7:10:50 PM,1.9,6006,1703598051
12/26/2023, 7:11:07 PM,1.06,1672,1703598068
12/26/2023, 7:11:52 PM,22.85,29565,1703598113
12/26/2023, 7:12:10 PM,1.07,1680,1703598130
12/26/2023, 7:12:28 PM,1.2,2839,1703598149
12/26/2023, 7:12:57 PM,5.66,13663,1703598177
12/26/2023, 7:13:14 PM,1.06,1554,1703598195
12/26/2023, 7:13:32 PM,1.13,2284,1703598213
12/26/2023, 7:13:55 PM,2.44,7593,1703598235
12/26/2023, 7:14:34 PM,14.99,23662,1703598274
12/26/2023, 7:14:59 PM,2.65,8127,1703598299
12/26/2023, 7:15:18 PM,1.41,4058,1703598319
12/26/2023, 7:15:35 PM,1.06,1557,1703598336
12/26/2023, 7:16:08 PM,9.22,18142,1703598369
12/26/2023, 7:16:31 PM,2.36,7380,1703598392
12/26/2023, 7:16:50 PM,1.13,2365,1703598410
12/26/2023, 7:17:13 PM,2.5,7755,1703598434
12/26/2023, 7:17:30 PM,1.11,2105,1703598451
12/26/2023, 7:17:57 PM,3.99,10954,1703598478
12/26/2023, 7:18:16 PM,1.24,3157,1703598497
12/26/2023, 7:18:35 PM,1.17,2611,1703598515
12/26/2023, 7:18:54 PM,1.41,4061,1703598535
12/26/2023, 7:19:15 PM,1.82,5736,1703598555
12/26/2023, 7:19:38 PM,2.48,7704,1703598578
12/26/2023, 7:20:13 PM,10.14,19129,1703598613
12/26/2023, 7:20:43 PM,6.02,14182,1703598644
